"","datetime","q_cms_wb","NO3","TP","NO3_source","TP_source","DOC"
"22",2022-10-01 05:15:00,0.302569419,0.065698278,0.007068048,"sensor","sensor",2.859368
"23",2022-10-01 05:30:00,0.302569419,0.06723475,0.00975873,"sensor","sensor",2.849648
"24",2022-10-01 05:45:00,0.29656789,0.068804585,0.008086306,"sensor","sensor",NA
"25",2022-10-01 06:00:00,0.29656789,0.066031601,0.007886554,"sensor","sensor",NA
"26",2022-10-01 06:15:00,0.321254206,0.061170789,0.006385813,"sensor","sensor",2.837688
"27",2022-10-01 06:30:00,0.29656789,0.065265338,0.007381047,"sensor","sensor",2.837635
"28",2022-10-01 06:45:00,0.314910643,0.072500136,0.006968493,"sensor","sensor",2.821456
"29",2022-10-01 07:00:00,0.321254206,0.071897698,0.00631648,"sensor","sensor",2.841906
"30",2022-10-01 07:15:00,0.290676554,0.072826046,0.007111564,"sensor","sensor",2.805544
"31",2022-10-01 07:30:00,0.321254206,0.065355645,0.007442044,"sensor","sensor",2.805971
"32",2022-10-01 07:45:00,0.308683031,0.077518679,0.009682396,"sensor","sensor",2.815532
"33",2022-10-01 08:00:00,0.308683031,0.071645164,0.004445909,"sensor","sensor",2.80891
"34",2022-10-01 08:15:00,0.308683031,0.069354247,0.010259468,"sensor","sensor",2.810004
"35",2022-10-01 08:30:00,0.29656789,0.070888729,0.004790514,"sensor","sensor",2.791632
"36",2022-10-01 08:45:00,0.29656789,0.07612187,0.008333358,"sensor","sensor",2.771712
"37",2022-10-01 09:00:00,0.290676554,0.072942103,0.005355189,"sensor","sensor",2.79852
"38",2022-10-01 09:15:00,0.308683031,0.070647164,0.009340633,"sensor","sensor",2.781341
"39",2022-10-01 09:30:00,0.29656789,0.071180972,0.009337262,"sensor","sensor",2.786443
"40",2022-10-01 09:45:00,0.314910643,0.078105362,0.003906614,"sensor","sensor",2.789469
"41",2022-10-01 10:00:00,0.290676554,0.066856457,0.009699917,"sensor","sensor",2.758574
"42",2022-10-01 10:15:00,0.29656789,0.073637779,0.007947555,"sensor","sensor",2.758063
"43",2022-10-01 10:30:00,0.29656789,0.069424718,0.005664407,"sensor","sensor",2.754963
"44",2022-10-01 10:45:00,0.290676554,0.070233549,0.00838286,"sensor","sensor",2.735895
"45",2022-10-01 11:00:00,0.290676554,0.072059817,0.009096594,"sensor","sensor",2.747125
"46",2022-10-01 11:15:00,0.302569419,0.07141865,0.006493398,"sensor","sensor",2.740649
"47",2022-10-01 11:30:00,0.29656789,0.074619613,0.00644384,"sensor","sensor",2.714825
"48",2022-10-01 11:45:00,0.290676554,0.073096973,0.009624332,"sensor","sensor",2.72166
"49",2022-10-01 12:00:00,0.28489355,0.075367312,0.006525012,"sensor","sensor",2.739424
"50",2022-10-01 12:15:00,0.279217047,0.075686609,0.006101174,"sensor","sensor",2.737165
"51",2022-10-01 12:30:00,0.279217047,0.072157485,0.004826101,"sensor","sensor",2.713599
"52",2022-10-01 12:45:00,0.279217047,0.069917072,0.005994653,"sensor","sensor",2.712328
"53",2022-10-01 13:00:00,0.26280865,0.071884849,0.004211656,"sensor","sensor",2.693521
"54",2022-10-01 13:15:00,0.252369897,0.073414557,0.002904775,"sensor","sensor",2.716129
"55",2022-10-01 13:30:00,0.252369897,0.070668059,0.006407197,"sensor","sensor",2.704527
"56",2022-10-01 13:45:00,0.252369897,0.067568471,0.00667154,"sensor","sensor",2.686924
"57",2022-10-01 14:00:00,0.242315534,0.075032394,0.003602218,"sensor","sensor",2.690502
"58",2022-10-01 14:15:00,0.242315534,0.073445252,0.006518883,"sensor","sensor",2.701675
"59",2022-10-01 14:30:00,0.237428409,0.069379752,9e-04,"sensor","sensor",2.714105
"60",2022-10-01 14:45:00,0.237428409,0.068175214,0.005565249,"sensor","sensor",2.680906
"61",2022-10-01 15:00:00,0.232632525,0.05956496,0.005579643,"sensor","sensor",2.676295
"62",2022-10-01 15:15:00,0.223308241,0.062713197,0.006501819,"sensor","sensor",2.65589
"63",2022-10-01 15:30:00,0.227926317,0.062600671,0.008201071,"sensor","sensor",2.686858
"64",2022-10-01 15:45:00,0.232632525,0.066140161,0.006649427,"sensor","sensor",2.667851
"65",2022-10-01 16:00:00,0.223308241,0.065002225,0.009735675,"sensor","sensor",2.662434
"66",2022-10-01 16:15:00,0.218776782,0.062827418,0.00692146,"sensor","sensor",2.667696
"67",2022-10-01 16:30:00,0.209967758,0.059620639,0.007534073,"sensor","sensor",2.673317
"68",2022-10-01 16:45:00,0.223308241,0.06584233,0.006158273,"sensor","sensor",2.655019
"69",2022-10-01 17:00:00,0.209967758,0.066225757,0.003646101,"sensor","sensor",2.668579
"70",2022-10-01 17:15:00,0.205687276,0.069146661,0.003744026,"sensor","sensor",2.644436
"71",2022-10-01 17:30:00,0.214330444,0.059862115,0.002615903,"sensor","sensor",2.632279
"72",2022-10-01 17:45:00,0.205687276,0.059941158,0.005831317,"sensor","sensor",2.64916
"73",2022-10-01 18:00:00,0.209967758,0.065824807,0.005081734,"sensor","sensor",2.624758
"74",2022-10-01 18:15:00,0.209967758,0.058756655,0.009036977,"sensor","sensor",2.631135
"75",2022-10-01 18:30:00,0.205687276,0.057584328,0.006397295,"sensor","sensor",2.628806
"76",2022-10-01 18:45:00,0.201487575,0.062391641,0.002042919,"sensor","sensor",2.628377
"77",2022-10-01 19:00:00,0.205687276,0.060611885,0.006367629,"sensor","sensor",2.6152
"78",2022-10-01 19:15:00,0.201487575,0.059142222,9e-04,"sensor","sensor",2.60881
"79",2022-10-01 19:30:00,0.205687276,0.056646562,0.007082854,"sensor","sensor",2.600441
"80",2022-10-01 19:45:00,0.209967758,0.059893995,0.002839571,"sensor","sensor",2.623384
"81",2022-10-01 20:00:00,0.201487575,0.064404075,0.006535392,"sensor","sensor",2.623881
"82",2022-10-01 20:15:00,0.205687276,0.052592664,0.007997784,"sensor","sensor",2.604706
"83",2022-10-01 20:30:00,0.214330444,0.065212941,0.002601239,"sensor","sensor",2.595556
"84",2022-10-01 20:45:00,0.209967758,0.062627942,9e-04,"sensor","sensor",2.626357
"85",2022-10-01 21:00:00,0.201487575,0.059692178,0.004164116,"sensor","sensor",2.584404
"86",2022-10-01 21:15:00,0.197367252,0.059801575,0.004215676,"sensor","sensor",2.597538
"87",2022-10-01 21:30:00,0.209967758,0.052876077,0.005662624,"sensor","sensor",2.608492
"88",2022-10-01 21:45:00,0.201487575,0.055828348,9e-04,"sensor","sensor",2.587636
"89",2022-10-01 22:00:00,0.209967758,0.060851365,0.004545391,"sensor","sensor",2.612277
"90",2022-10-01 22:15:00,0.205687276,0.056427737,0.00547783,"sensor","sensor",2.597901
"91",2022-10-01 22:30:00,0.205687276,0.06041582,0.004570572,"sensor","sensor",2.574786
"92",2022-10-01 22:45:00,0.214330444,0.063495007,0.001863403,"sensor","sensor",2.603948
"93",2022-10-01 23:00:00,0.209967758,0.064856837,0.007605415,"sensor","sensor",2.575637
"94",2022-10-01 23:15:00,0.214330444,0.065869147,0.002650507,"sensor","sensor",2.59994
"95",2022-10-01 23:30:00,0.214330444,0.062345479,0.005813605,"sensor","sensor",2.587499
"96",2022-10-01 23:45:00,0.197367252,0.056596379,0.006488618,"sensor","sensor",2.574129
"97",2022-10-02 00:00:00,0.214330444,0.064824737,0.001978665,"sensor","sensor",2.599599
"98",2022-10-02 00:15:00,0.209967758,0.067516444,0.004465637,"sensor","sensor",2.527873
"99",2022-10-02 00:30:00,0.214330444,0.067350271,0.005727262,"sensor","sensor",2.56833
"100",2022-10-02 00:45:00,0.205687276,0.066741491,0.003121846,"sensor","sensor",2.56025
"101",2022-10-02 01:00:00,0.205687276,0.06969011,0.004003666,"sensor","sensor",2.564746
"102",2022-10-02 01:15:00,0.209967758,0.07050748,0.005511767,"sensor","sensor",2.563405
"103",2022-10-02 01:30:00,0.205687276,0.071600829,0.003017454,"sensor","sensor",2.553444
"104",2022-10-02 01:45:00,0.205687276,0.067227553,0.006358099,"sensor","sensor",2.560801
"105",2022-10-02 02:00:00,0.209967758,0.065752501,0.003538999,"sensor","sensor",2.541988
"106",2022-10-02 02:15:00,0.197367252,0.072050793,0.006586599,"sensor","sensor",2.541102
"107",2022-10-02 02:30:00,0.205687276,0.070137237,0.002429566,"sensor","sensor",2.5657
"108",2022-10-02 02:45:00,0.205687276,0.067242642,0.005128854,"sensor","sensor",2.539291
"109",2022-10-02 03:00:00,0.209967758,0.070193409,0.006708358,"sensor","sensor",2.529167
"110",2022-10-02 03:15:00,0.205687276,0.068177907,0.007245851,"sensor","sensor",2.520158
"111",2022-10-02 03:30:00,0.214330444,0.064157322,9e-04,"sensor","sensor",2.556406
"112",2022-10-02 03:45:00,0.209967758,0.06886612,0.003458466,"sensor","sensor",2.545642
"113",2022-10-02 04:00:00,NA,0.065978041,9e-04,"sensor","sensor",2.521807
"114",2022-10-02 04:15:00,0.214330444,0.062260242,0.004530641,"sensor","sensor",2.540992
"115",2022-10-02 04:30:00,0.205687276,0.068656867,0.004140924,"sensor","sensor",2.564058
"116",2022-10-02 04:45:00,0.214330444,0.065041464,0.003734989,"sensor","sensor",2.502483
"117",2022-10-02 05:00:00,0.214330444,0.070861272,0.002930803,"sensor","sensor",2.533734
"118",2022-10-02 05:15:00,0.218776782,0.074140559,0.008603583,"sensor","sensor",2.536497
"119",2022-10-02 05:30:00,0.209967758,0.073998116,0.007384345,"sensor","sensor",2.504611
"120",2022-10-02 05:45:00,0.205687276,0.067500047,0.002921394,"sensor","sensor",2.490608
"121",2022-10-02 06:00:00,0.205687276,0.072475026,0.007730182,"sensor","sensor",2.507185
"122",2022-10-02 06:15:00,0.214330444,0.06861364,0.004399227,"sensor","sensor",2.518807
"123",2022-10-02 06:30:00,0.214330444,0.074956963,0.006793129,"sensor","sensor",2.518206
"124",2022-10-02 06:45:00,0.214330444,0.070831149,0.007347408,"sensor","sensor",2.509577
"125",2022-10-02 07:00:00,0.218776782,0.072414857,0.005381823,"sensor","sensor",2.501281
"126",2022-10-02 07:15:00,0.209967758,0.074448331,0.005427486,"sensor","sensor",NA
"127",2022-10-02 07:30:00,0.205687276,0.082717127,0.003282206,"sensor","sensor",2.492738
"128",2022-10-02 07:45:00,0.214330444,0.074211271,0.004679303,"sensor","sensor",2.482923
"129",2022-10-02 08:00:00,0.205687276,0.073001562,0.011255803,"sensor","sensor",2.452813
"130",2022-10-02 08:15:00,0.209967758,0.075476547,0.006019756,"sensor","sensor",2.480557
"131",2022-10-02 08:30:00,0.209967758,0.079100648,9e-04,"sensor","sensor",2.484954
"132",2022-10-02 08:45:00,0.214330444,0.074564172,0.00593362,"sensor","sensor",2.474117
"133",2022-10-02 09:00:00,0.209967758,0.073463342,0.006184202,"sensor","sensor",2.489758
"134",2022-10-02 09:15:00,0.205687276,0.075964921,9e-04,"sensor","sensor",2.459901
"135",2022-10-02 09:30:00,0.214330444,0.082863288,0.003727864,"sensor","sensor",2.46029
"136",2022-10-02 09:45:00,0.223308241,0.081589902,0.004456322,"sensor","sensor",2.459299
"137",2022-10-02 10:00:00,0.209967758,0.069727558,0.004454297,"sensor","sensor",2.476559
"138",2022-10-02 10:15:00,0.214330444,0.071806943,0.006790039,"sensor","sensor",2.467404
"139",2022-10-02 10:30:00,0.223308241,0.067635963,0.012159443,"sensor","sensor",2.445591
"140",2022-10-02 10:45:00,0.209967758,0.070846246,0.007011563,"sensor","sensor",2.441161
"141",2022-10-02 11:00:00,0.205687276,0.079204317,0.004229736,"sensor","sensor",2.449194
"142",2022-10-02 11:15:00,0.218776782,0.080991066,0.005215098,"sensor","sensor",2.442497
"143",2022-10-02 11:30:00,0.205687276,0.073866656,0.006252815,"sensor","sensor",2.433672
"144",2022-10-02 11:45:00,0.205687276,0.070568323,0.005252582,"sensor","sensor",2.454326
"145",2022-10-02 12:00:00,0.205687276,0.080569248,0.004611869,"sensor","sensor",2.436424
"146",2022-10-02 12:15:00,0.201487575,0.075362408,0.007886828,"sensor","sensor",2.427338
"147",2022-10-02 12:30:00,0.205687276,0.080126735,9e-04,"sensor","sensor",2.442667
"148",2022-10-02 12:45:00,0.201487575,0.074890807,0.009558048,"sensor","sensor",2.447187
"149",2022-10-02 13:00:00,0.205687276,0.071195189,0.003202526,"sensor","sensor",2.407845
"150",2022-10-02 13:15:00,0.197367252,0.075288089,0.006919337,"sensor","sensor",2.414711
"151",2022-10-02 13:30:00,0.201487575,0.072909864,0.005295034,"sensor","sensor",2.385102
"152",2022-10-02 13:45:00,0.197367252,0.07810712,0.005260161,"sensor","sensor",2.407498
"153",2022-10-02 14:00:00,0.189359247,0.06905834,0.004544275,"sensor","sensor",2.421497
"154",2022-10-02 14:15:00,0.18546887,0.073895176,0.007289696,"sensor","sensor",2.385728
"155",2022-10-02 14:30:00,0.18546887,0.071642888,0.004424598,"sensor","sensor",2.386793
"156",2022-10-02 14:45:00,0.18546887,0.069274798,0.009210639,"sensor","sensor",2.399448
"157",2022-10-02 15:00:00,0.177908793,0.06662105,0.010682688,"sensor","sensor",2.38771
"158",2022-10-02 15:15:00,0.18546887,0.076907826,0.005179407,"sensor","sensor",2.387568
"159",2022-10-02 15:30:00,0.18546887,0.071484828,0.005304801,"sensor","sensor",2.394573
"160",2022-10-02 15:45:00,0.177908793,0.064278246,0.005621935,"sensor","sensor",2.398019
"161",2022-10-02 16:00:00,0.18546887,0.062074284,0.011124999,"sensor","sensor",2.372801
"162",2022-10-02 16:15:00,0.18546887,0.056337231,0.010185145,"sensor","sensor",2.363378
"163",2022-10-02 16:30:00,0.177908793,0.067839983,0.004866909,"sensor","sensor",2.381515
"164",2022-10-02 16:45:00,0.181652483,0.072205563,0.008724921,"sensor","sensor",2.37612
"165",2022-10-02 17:00:00,0.163635834,0.061620182,0.009790387,"sensor","sensor",2.386674
"166",2022-10-02 17:15:00,0.163635834,0.064810981,0.007339702,"sensor","sensor",2.380862
"167",2022-10-02 17:30:00,0.163635834,0.060731466,0.011005528,"sensor","sensor",2.392829
"168",2022-10-02 17:45:00,0.163635834,0.070064576,0.005358664,"sensor","sensor",2.379508
"169",2022-10-02 18:00:00,0.16710127,0.070586311,0.006872015,"sensor","sensor",2.37746
"170",2022-10-02 18:15:00,0.160236929,0.069326611,0.005081346,"sensor","sensor",2.387206
"171",2022-10-02 18:30:00,0.16710127,0.065115137,0.005831315,"sensor","sensor",2.366694
"172",2022-10-02 18:45:00,0.170634429,0.065871619,0.004886534,"sensor","sensor",2.367254
"173",2022-10-02 19:00:00,0.16710127,0.066998987,0.009609268,"sensor","sensor",2.380011
"174",2022-10-02 19:15:00,0.163635834,0.069144375,0.004053473,"sensor","sensor",2.370435
"175",2022-10-02 19:30:00,0.163635834,0.074938551,0.005202801,"sensor","sensor",2.344423
"176",2022-10-02 19:45:00,0.163635834,0.063533399,0.008974072,"sensor","sensor",2.341748
"177",2022-10-02 20:00:00,0.16710127,0.068792519,0.008029295,"sensor","sensor",2.366909
"178",2022-10-02 20:15:00,0.160236929,0.065551106,0.008875197,"sensor","sensor",2.348508
"179",2022-10-02 20:30:00,0.163635834,0.064437733,0.006003682,"sensor","sensor",2.329306
"180",2022-10-02 20:45:00,0.15690338,0.065579442,0.005528224,"sensor","sensor",2.328838
"181",2022-10-02 21:00:00,0.163635834,0.065696652,0.009331594,"sensor","sensor",2.323216
"182",2022-10-02 21:15:00,0.16710127,0.07534118,0.002128513,"sensor","sensor",2.345389
"183",2022-10-02 21:30:00,0.163635834,0.067084878,0.009213109,"sensor","sensor",2.347209
"184",2022-10-02 21:45:00,0.163635834,0.064336285,0.007973129,"sensor","sensor",2.3371
"185",2022-10-02 22:00:00,0.174236526,0.067471941,0.010133671,"sensor","sensor",2.321867
"186",2022-10-02 22:15:00,0.163635834,0.072368664,0.002096972,"sensor","sensor",2.297107
"187",2022-10-02 22:30:00,0.16710127,0.071790807,0.007685826,"sensor","sensor",2.328098
"188",2022-10-02 22:45:00,0.16710127,0.073255989,0.002968358,"sensor","sensor",2.330229
"189",2022-10-02 23:00:00,0.174236526,0.069111842,0.004036412,"sensor","sensor",2.329451
"190",2022-10-02 23:15:00,0.170634429,0.071517105,0.009168497,"sensor","sensor",2.311996
"191",2022-10-02 23:30:00,0.181652483,0.072086317,0.007974041,"sensor","sensor",2.33087
"192",2022-10-02 23:45:00,0.16710127,0.066618429,0.009345459,"sensor","sensor",2.304488
"193",2022-10-03 00:00:00,0.174236526,0.067204279,0.009087309,"sensor","sensor",2.303383
"194",2022-10-03 00:15:00,0.170634429,0.070571879,0.005876553,"sensor","sensor",2.294126
"195",2022-10-03 00:30:00,0.177908793,0.071651236,0.00562156,"sensor","sensor",2.301298
"196",2022-10-03 00:45:00,0.170634429,0.074837718,0.006123052,"sensor","sensor",2.280233
"197",2022-10-03 01:00:00,0.181652483,0.067287994,0.006119111,"sensor","sensor",2.267079
"198",2022-10-03 01:15:00,0.181652483,0.072114614,0.009317932,"sensor","sensor",2.305976
"199",2022-10-03 01:30:00,0.181652483,0.076893782,0.008280426,"sensor","sensor",2.296625
"200",2022-10-03 01:45:00,0.18546887,0.076778864,0.006112243,"sensor","sensor",2.29522
"201",2022-10-03 02:00:00,0.18546887,0.070281086,0.006474175,"sensor","sensor",2.325509
"202",2022-10-03 02:15:00,0.177908793,0.073997699,0.007696911,"sensor","sensor",2.293841
"203",2022-10-03 02:30:00,0.18546887,0.074094195,0.007804586,"sensor","sensor",2.272061
"204",2022-10-03 02:45:00,0.181652483,0.077823517,0.006671601,"sensor","sensor",2.283221
"205",2022-10-03 03:00:00,0.177908793,0.073367097,0.011564228,"sensor","sensor",2.280988
"206",2022-10-03 03:15:00,0.181652483,0.076249623,0.005917176,"sensor","sensor",2.282686
"207",2022-10-03 03:30:00,0.181652483,0.073815596,0.007200777,"sensor","sensor",2.289772
"208",2022-10-03 03:45:00,0.18546887,0.072912145,0.008526847,"sensor","sensor",2.274947
"209",2022-10-03 04:00:00,NA,0.085039728,0.005447367,"sensor","sensor",2.28242
"210",2022-10-03 04:15:00,0.189359247,0.07943371,0.006196231,"sensor","sensor",2.277653
"211",2022-10-03 04:30:00,0.193324929,0.071879021,0.008346953,"sensor","sensor",2.289928
"212",2022-10-03 04:45:00,0.18546887,0.076176351,0.01538392,"sensor","sensor",2.285359
"213",2022-10-03 05:00:00,0.189359247,0.077976713,0.00743629,"sensor","sensor",2.239993
"214",2022-10-03 05:15:00,0.189359247,0.080488756,0.007632774,"sensor","sensor",2.256568
"215",2022-10-03 05:30:00,0.189359247,0.082316672,0.007728436,"sensor","sensor",2.256828
"216",2022-10-03 05:45:00,0.189359247,0.073934959,0.008883766,"sensor","sensor",2.260988
"217",2022-10-03 06:00:00,0.181652483,0.075245283,0.007429905,"sensor","sensor",2.247033
"218",2022-10-03 06:15:00,0.193324929,0.07787788,0.008057428,"sensor","sensor",2.243344
"219",2022-10-03 06:30:00,0.189359247,0.075153559,0.012702259,"sensor","sensor",2.232265
"220",2022-10-03 06:45:00,0.181652483,0.07842365,0.012922878,"sensor","sensor",2.249856
"221",2022-10-03 07:00:00,0.18546887,0.082390264,0.00595495,"sensor","sensor",2.249618
"222",2022-10-03 07:15:00,0.18546887,0.073861838,0.011686027,"sensor","sensor",2.250072
"223",2022-10-03 07:30:00,0.18546887,0.075499074,0.006570794,"sensor","sensor",2.260418
"224",2022-10-03 07:45:00,0.193324929,0.076003589,0.012964874,"sensor","sensor",2.252336
"225",2022-10-03 08:00:00,0.193324929,0.077328188,0.012132333,"sensor","sensor",2.225128
"226",2022-10-03 08:15:00,0.189359247,0.080312426,0.006810961,"sensor","sensor",2.232845
"227",2022-10-03 08:30:00,0.193324929,0.077259543,0.011652403,"sensor","sensor",2.227037
"228",2022-10-03 08:45:00,0.189359247,0.075114438,0.009908655,"sensor","sensor",2.233414
"229",2022-10-03 09:00:00,0.18546887,0.083132415,0.003666828,"sensor","sensor",2.230433
"230",2022-10-03 09:15:00,0.18546887,0.077838088,0.009259724,"sensor","sensor",2.227747
"231",2022-10-03 09:30:00,0.189359247,0.079631047,0.007796813,"sensor","sensor",2.23536
"232",2022-10-03 09:45:00,0.189359247,0.081342626,0.009380052,"sensor","sensor",2.216091
"233",2022-10-03 10:00:00,0.18546887,0.081640977,0.009381769,"sensor","sensor",2.232392
"234",2022-10-03 10:15:00,0.193324929,0.077439085,0.008243557,"sensor","sensor",2.210958
"235",2022-10-03 10:30:00,0.18546887,0.084646089,0.00913962,"sensor","sensor",2.193639
"236",2022-10-03 10:45:00,0.189359247,0.086993474,0.007825543,"sensor","sensor",2.196984
"237",2022-10-03 11:00:00,0.18546887,0.079168421,0.015056268,"sensor","sensor",2.205444
"238",2022-10-03 11:15:00,0.181652483,0.085348706,0.004954131,"sensor","sensor",2.224495
"239",2022-10-03 11:30:00,0.18546887,0.082467138,0.007225085,"sensor","sensor",2.194411
"240",2022-10-03 11:45:00,0.189359247,0.081924746,0.007170707,"sensor","sensor",2.189691
"241",2022-10-03 12:00:00,0.18546887,0.083813785,0.008498583,"sensor","sensor",2.187318
"242",2022-10-03 12:15:00,0.18546887,0.079615055,0.01366276,"sensor","sensor",2.210988
"243",2022-10-03 12:30:00,0.181652483,0.081142185,0.010554953,"sensor","sensor",2.167322
"244",2022-10-03 12:45:00,0.18546887,0.083046076,0.009377886,"sensor","sensor",2.178657
"245",2022-10-03 13:00:00,0.177908793,0.073929339,0.010308659,"sensor","sensor",2.187773
"246",2022-10-03 13:15:00,0.18546887,0.074738403,0.010552214,"sensor","sensor",2.176718
"247",2022-10-03 13:30:00,0.163635834,0.074919897,0.01187158,"sensor","sensor",2.173072
"248",2022-10-03 13:45:00,0.160236929,0.076746136,0.014052397,"sensor","sensor",2.193046
"249",2022-10-03 14:00:00,0.160236929,0.080718973,0.012634378,"sensor","sensor",2.161603
"250",2022-10-03 14:15:00,0.153634032,0.07094089,0.017483388,"sensor","sensor",2.161761
"251",2022-10-03 14:30:00,0.15690338,0.077891146,0.011349743,"sensor","sensor",2.133664
"252",2022-10-03 14:45:00,0.160236929,0.074464442,0.013365849,"sensor","sensor",2.183904
"253",2022-10-03 15:00:00,0.15690338,0.078683744,0.009654808,"sensor","sensor",2.167766
"254",2022-10-03 15:15:00,0.153634032,0.079669943,0.005875947,"sensor","sensor",2.178201
"255",2022-10-03 15:30:00,0.147283407,0.077466231,0.011077762,"sensor","sensor",2.158453
"256",2022-10-03 15:45:00,0.144199911,0.0741774,0.009759772,"sensor","sensor",2.164628
"257",2022-10-03 16:00:00,0.150427747,0.077988102,0.008060234,"sensor","sensor",2.133181
"258",2022-10-03 16:15:00,0.141176177,0.079613936,0.005499914,"sensor","sensor",2.143053
"259",2022-10-03 16:30:00,0.147283407,0.072225147,0.013331071,"sensor","sensor",2.160325
"260",2022-10-03 16:45:00,0.147283407,0.076127646,0.010391948,"sensor","sensor",2.142351
"261",2022-10-03 17:00:00,0.150427747,0.072458948,0.007972728,"sensor","sensor",2.133716
"262",2022-10-03 17:15:00,0.141176177,0.078155602,0.011163786,"sensor","sensor",2.125511
"263",2022-10-03 17:30:00,0.144199911,0.082448544,0.006397879,"sensor","sensor",2.138221
"264",2022-10-03 17:45:00,0.13821114,0.074781724,0.009126826,"sensor","sensor",2.142087
"265",2022-10-03 18:00:00,0.135303752,0.077816956,0.009307523,"sensor","sensor",2.13955
"266",2022-10-03 18:15:00,0.129657818,0.069816569,0.009781411,"sensor","sensor",2.159052
"267",2022-10-03 18:30:00,0.132452983,0.075264861,0.009496966,"sensor","sensor",2.159447
"268",2022-10-03 18:45:00,0.132452983,0.081272619,0.010884597,"sensor","sensor",2.126147
"269",2022-10-03 19:00:00,0.132452983,0.076669094,0.010630377,"sensor","sensor",2.135758
"270",2022-10-03 19:15:00,0.129657818,0.071699408,0.005941523,"sensor","sensor",2.119239
"271",2022-10-03 19:30:00,0.135303752,0.073085625,0.008712854,"sensor","sensor",2.133806
"272",2022-10-03 19:45:00,0.129657818,0.075780122,0.005532223,"sensor","sensor",2.138929
"273",2022-10-03 20:00:00,0.13821114,0.071358793,0.009965318,"sensor","sensor",2.1467
"274",2022-10-03 20:15:00,0.13821114,0.075244842,0.006487544,"sensor","sensor",2.111087
"275",2022-10-03 20:30:00,0.135303752,0.073612642,0.011832096,"sensor","sensor",2.13982
"276",2022-10-03 20:45:00,0.13821114,0.075399309,0.010576317,"sensor","sensor",2.116825
"277",2022-10-03 21:00:00,0.144199911,0.076426827,0.011352328,"sensor","sensor",2.137896
"278",2022-10-03 21:15:00,0.135303752,0.070159629,0.01254888,"sensor","sensor",2.120552
"279",2022-10-03 21:30:00,0.144199911,0.076584622,0.009628136,"sensor","sensor",2.123851
"280",2022-10-03 21:45:00,0.141176177,0.070996934,0.011298416,"sensor","sensor",2.121015
"281",2022-10-03 22:00:00,0.13821114,0.075251676,0.00856564,"sensor","sensor",2.13088
"282",2022-10-03 22:15:00,0.144199911,0.073495469,0.012540272,"sensor","sensor",2.09971
"283",2022-10-03 22:30:00,0.13821114,0.072718157,0.005331179,"sensor","sensor",2.122118
"284",2022-10-03 22:45:00,0.147283407,0.077236649,0.006745934,"sensor","sensor",2.144388
"285",2022-10-03 23:00:00,0.147283407,0.084159589,0.008189772,"sensor","sensor",2.097147
"286",2022-10-03 23:15:00,0.147283407,0.07308552,0.006535502,"sensor","sensor",2.101334
"287",2022-10-03 23:30:00,0.150427747,0.070686268,0.010089774,"sensor","sensor",2.104948
"288",2022-10-03 23:45:00,0.153634032,0.078034431,0.007214388,"sensor","sensor",2.106488
"289",2022-10-04 00:00:00,0.153634032,0.083352799,0.001938153,"sensor","sensor",2.095836
"290",2022-10-04 00:15:00,0.153634032,0.076419659,0.01442191,"sensor","sensor",2.073558
